ccaa,provincia,comarca,municipio
Castilla y León,Salamanca,Ciudad Rodrigo,La Alameda de Gardón
Castilla y León,Salamanca,Ciudad Rodrigo,La Alamedilla
Castilla y León,Salamanca,Peñaranda de Bracamonte,Alaraz
Castilla y León,Salamanca,Alba de Tormes,Alba de Tormes
Castilla y León,Salamanca,Ciudad Rodrigo,Alba de Yeltes
Castilla y León,Salamanca,La Sierra,La Alberca
Castilla y León,Salamanca,Ciudad Rodrigo,La Alberguería de Argañán
Castilla y León,Salamanca,Peñaranda de Bracamonte,Alconada
Castilla y León,Salamanca,Ciudad Rodrigo,Aldea del Obispo
Castilla y León,Salamanca,La Sierra,Aldeacipreste
Castilla y León,Salamanca,Vitigudino,Aldeadávila de la Ribera
Castilla y León,Salamanca,Salamanca,Aldealengua
Castilla y León,Salamanca,Salamanca,Aldeanueva de Figueroa
Castilla y León,Salamanca,La Sierra,Aldeanueva de la Sierra
Castilla y León,Salamanca,Ledesma,Aldearrodrigo
Castilla y León,Salamanca,Salamanca,Aldearrubia
Castilla y León,Salamanca,Alba de Tormes,Aldeaseca de Alba
Castilla y León,Salamanca,Peñaranda de Bracamonte,Aldeaseca de la Frontera
Castilla y León,Salamanca,Salamanca,Aldeatejada
Castilla y León,Salamanca,Alba de Tormes,Aldeavieja de Tormes
Castilla y León,Salamanca,Fuente de San Esteban,Aldehuela de la Bóveda
Castilla y León,Salamanca,Fuente de San Esteban,Aldehuela de Yeltes
Castilla y León,Salamanca,Ledesma,Almenara de Tormes
Castilla y León,Salamanca,Vitigudino,Almendra
Castilla y León,Salamanca,Alba de Tormes,Anaya de Alba
Castilla y León,Salamanca,Ledesma,Añover de Tormes
Castilla y León,Salamanca,Salamanca,Arabayona de Mógica
Castilla y León,Salamanca,Salamanca,Arapiles
Castilla y León,Salamanca,Salamanca,Arcediano
Castilla y León,Salamanca,Ledesma,El Arco
Castilla y León,Salamanca,Alba de Tormes,Armenteros
Castilla y León,Salamanca,Ciudad Rodrigo,La Atalaya
Castilla y León,Salamanca,Salamanca,Babilafuente
Castilla y León,Salamanca,Vitigudino,Bañobárez
Castilla y León,Salamanca,Salamanca,Barbadillo
Castilla y León,Salamanca,Fuente de San Esteban,Barbalos
Castilla y León,Salamanca,Vitigudino,Barceo
Castilla y León,Salamanca,Vitigudino,Barruecopardo
Castilla y León,Salamanca,La Sierra,La Bastida
Castilla y León,Salamanca,La Sierra,Béjar
Castilla y León,Salamanca,Alba de Tormes,Beleña
Castilla y León,Salamanca,Vitigudino,Bermellar
Castilla y León,Salamanca,Fuente de San Esteban,Berrocal de Huebra
Castilla y León,Salamanca,Alba de Tormes,Berrocal de Salvatierra
Castilla y León,Salamanca,Fuente de San Esteban,Boada
Castilla y León,Salamanca,Ciudad Rodrigo,El Bodón
Castilla y León,Salamanca,Vitigudino,Bogajo
Castilla y León,Salamanca,Ciudad Rodrigo,La Bouza
Castilla y León,Salamanca,Peñaranda de Bracamonte,Bóveda del Río Almar
Castilla y León,Salamanca,Vitigudino,Brincones
Castilla y León,Salamanca,Fuente de San Esteban,Buenamadre
Castilla y León,Salamanca,Alba de Tormes,Buenavista
Castilla y León,Salamanca,La Sierra,El Cabaco
Castilla y León,Salamanca,La Sierra,La Cabeza de Béjar
Castilla y León,Salamanca,Vitigudino,Cabeza del Caballo
Castilla y León,Salamanca,Salamanca,Cabezabellosa de la Calzada
Castilla y León,Salamanca,Salamanca,Cabrerizos
Castilla y León,Salamanca,Fuente de San Esteban,Cabrillas
Castilla y León,Salamanca,Salamanca,Calvarrasa de Abajo
Castilla y León,Salamanca,Alba de Tormes,Calvarrasa de Arriba
Castilla y León,Salamanca,La Sierra,La Calzada de Béjar
Castilla y León,Salamanca,Salamanca,Calzada de Don Diego
Castilla y León,Salamanca,Salamanca,Calzada de Valdunciel
Castilla y León,Salamanca,Ciudad Rodrigo,Campillo de Azaba
Castilla y León,Salamanca,Peñaranda de Bracamonte,El Campo de Peñaranda
Castilla y León,Salamanca,La Sierra,Candelario
Castilla y León,Salamanca,Salamanca,Canillas de Abajo
Castilla y León,Salamanca,La Sierra,Cantagallo
Castilla y León,Salamanca,Peñaranda de Bracamonte,Cantalapiedra
Castilla y León,Salamanca,Peñaranda de Bracamonte,Cantalpino
Castilla y León,Salamanca,Peñaranda de Bracamonte,Cantaracillo
Castilla y León,Salamanca,Salamanca,Carbajosa de la Sagrada
Castilla y León,Salamanca,Ciudad Rodrigo,Carpio de Azaba
Castilla y León,Salamanca,Salamanca,Carrascal de Barregas
Castilla y León,Salamanca,Fuente de San Esteban,Carrascal del Obispo
Castilla y León,Salamanca,Alba de Tormes,Casafranca
Castilla y León,Salamanca,La Sierra,Las Casas del Conde
Castilla y León,Salamanca,Ciudad Rodrigo,Casillas de Flores
Castilla y León,Salamanca,Salamanca,Castellanos de Moriscos
Castilla y León,Salamanca,Salamanca,Castellanos de Villiquera
Castilla y León,Salamanca,Ciudad Rodrigo,Castillejo de Martín Viejo
Castilla y León,Salamanca,Fuente de San Esteban,Castraz
Castilla y León,Salamanca,La Sierra,Cepeda
Castilla y León,Salamanca,La Sierra,Cereceda de la Sierra
Castilla y León,Salamanca,Vitigudino,Cerezal de Peñahorcada
Castilla y León,Salamanca,Vitigudino,Cerralbo
Castilla y León,Salamanca,La Sierra,El Cerro
Castilla y León,Salamanca,Alba de Tormes,Cespedosa de Tormes
Castilla y León,Salamanca,Alba de Tormes,Chagarcía Medianero
Castilla y León,Salamanca,La Sierra,Cilleros de la Bastida
Castilla y León,Salamanca,Vitigudino,Cipérez
Castilla y León,Salamanca,Ciudad Rodrigo,Ciudad Rodrigo
Castilla y León,Salamanca,Alba de Tormes,Coca de Alba
Castilla y León,Salamanca,La Sierra,Colmenar de Montemayor
Castilla y León,Salamanca,Salamanca,Cordovilla
Castilla y León,Salamanca,La Sierra,Cristóbal
Castilla y León,Salamanca,Vitigudino,El Cubo de Don Sancho
Castilla y León,Salamanca,Ciudad Rodrigo,Dios le Guarde
Castilla y León,Salamanca,Ledesma,Doñinos de Ledesma
Castilla y León,Salamanca,Salamanca,Doñinos de Salamanca
Castilla y León,Salamanca,Alba de Tormes,Éjeme
Castilla y León,Salamanca,Ledesma,Encina de San Silvestre
Castilla y León,Salamanca,Ciudad Rodrigo,La Encina
Castilla y León,Salamanca,Salamanca,Encinas de Abajo
Castilla y León,Salamanca,Alba de Tormes,Encinas de Arriba
Castilla y León,Salamanca,Vitigudino,Encinasola de los Comendadores
Castilla y León,Salamanca,La Sierra,Endrinal
Castilla y León,Salamanca,La Sierra,Escurial de la Sierra
Castilla y León,Salamanca,Vitigudino,Espadaña
Castilla y León,Salamanca,Ciudad Rodrigo,Espeja
Castilla y León,Salamanca,Salamanca,Espino de la Orbada
Castilla y León,Salamanca,Salamanca,Florida de Liébana
Castilla y León,Salamanca,Salamanca,Forfoleda
Castilla y León,Salamanca,La Sierra,Frades de la Sierra
Castilla y León,Salamanca,Vitigudino,La Fregeneda
Castilla y León,Salamanca,La Sierra,Fresnedoso
Castilla y León,Salamanca,Alba de Tormes,Fresno Alhándiga
Castilla y León,Salamanca,Fuente de San Esteban,La Fuente de San Esteban
Castilla y León,Salamanca,Ciudad Rodrigo,Fuenteguinaldo
Castilla y León,Salamanca,Vitigudino,Fuenteliante
Castilla y León,Salamanca,Alba de Tormes,Fuenterroble de Salvatierra
Castilla y León,Salamanca,Alba de Tormes,Fuentes de Béjar
Castilla y León,Salamanca,Ciudad Rodrigo,Fuentes de Oñoro
Castilla y León,Salamanca,Alba de Tormes,Gajates
Castilla y León,Salamanca,Salamanca,Galindo y Perahuy
Castilla y León,Salamanca,Alba de Tormes,Galinduste
Castilla y León,Salamanca,Alba de Tormes,Galisancho
Castilla y León,Salamanca,Ciudad Rodrigo,Gallegos de Argañán
Castilla y León,Salamanca,Alba de Tormes,Gallegos de Solmirón
Castilla y León,Salamanca,La Sierra,Garcibuey
Castilla y León,Salamanca,Alba de Tormes,Garcihernández
Castilla y León,Salamanca,Fuente de San Esteban,Garcirrey
Castilla y León,Salamanca,Ledesma,Gejuelo del Barro
Castilla y León,Salamanca,Ledesma,Golpejas
Castilla y León,Salamanca,Salamanca,Gomecello
Castilla y León,Salamanca,Vitigudino,Guadramiro
Castilla y León,Salamanca,Alba de Tormes,Guijo de Ávila
Castilla y León,Salamanca,Alba de Tormes,Guijuelo
Castilla y León,Salamanca,Ciudad Rodrigo,Herguijuela de Ciudad Rodrigo
Castilla y León,Salamanca,La Sierra,Herguijuela de la Sierra
Castilla y León,Salamanca,La Sierra,Herguijuela del Campo
Castilla y León,Salamanca,Vitigudino,Hinojosa de Duero
Castilla y León,Salamanca,La Sierra,Horcajo de Montemayor
Castilla y León,Salamanca,Alba de Tormes,Horcajo Medianero
Castilla y León,Salamanca,La Sierra,La Hoya
Castilla y León,Salamanca,Salamanca,Huerta
Castilla y León,Salamanca,Vitigudino,Iruelos
Castilla y León,Salamanca,Ciudad Rodrigo,Ituero de Azaba
Castilla y León,Salamanca,Ledesma,Juzbado
Castilla y León,Salamanca,La Sierra,Lagunilla
Castilla y León,Salamanca,Alba de Tormes,Larrodrigo
Castilla y León,Salamanca,Ledesma,Ledesma
Castilla y León,Salamanca,La Sierra,Ledrada
Castilla y León,Salamanca,La Sierra,Linares de Riofrío
Castilla y León,Salamanca,Vitigudino,Lumbrales
Castilla y León,Salamanca,Salamanca,Machacón
Castilla y León,Salamanca,Peñaranda de Bracamonte,Macotera
Castilla y León,Salamanca,La Sierra,Madroñal
Castilla y León,Salamanca,Ciudad Rodrigo,El Maíllo
Castilla y León,Salamanca,Peñaranda de Bracamonte,Malpartida
Castilla y León,Salamanca,Peñaranda de Bracamonte,Mancera de Abajo
Castilla y León,Salamanca,Vitigudino,El Manzano
Castilla y León,Salamanca,Ciudad Rodrigo,Martiago
Castilla y León,Salamanca,Fuente de San Esteban,Martín de Yeltes
Castilla y León,Salamanca,Alba de Tormes,Martinamor
Castilla y León,Salamanca,Vitigudino,Masueco
Castilla y León,Salamanca,Ledesma,La Mata de Ledesma
Castilla y León,Salamanca,Fuente de San Esteban,Matilla de los Caños del Río
Castilla y León,Salamanca,Alba de Tormes,La Maya
Castilla y León,Salamanca,Fuente de San Esteban,Membribe de la Sierra
Castilla y León,Salamanca,Vitigudino,Mieza
Castilla y León,Salamanca,Vitigudino,El Milano
Castilla y León,Salamanca,Salamanca,Miranda de Azán
Castilla y León,Salamanca,La Sierra,Miranda del Castañar
Castilla y León,Salamanca,La Sierra,Mogarraz
Castilla y León,Salamanca,La Sierra,Molinillo
Castilla y León,Salamanca,La Sierra,Monforte de la Sierra
Castilla y León,Salamanca,La Sierra,Monleón
Castilla y León,Salamanca,Ledesma,Monleras
Castilla y León,Salamanca,Ciudad Rodrigo,Monsagro
Castilla y León,Salamanca,Alba de Tormes,Montejo
Castilla y León,Salamanca,La Sierra,Montemayor del Río
Castilla y León,Salamanca,Salamanca,Monterrubio de Armuña
Castilla y León,Salamanca,Alba de Tormes,Monterrubio de la Sierra
Castilla y León,Salamanca,Ciudad Rodrigo,Morasverdes
Castilla y León,Salamanca,Fuente de San Esteban,Morille
Castilla y León,Salamanca,Salamanca,Moríñigo
Castilla y León,Salamanca,Salamanca,Moriscos
Castilla y León,Salamanca,Vitigudino,Moronta
Castilla y León,Salamanca,Salamanca,Mozárbez
Castilla y León,Salamanca,Fuente de San Esteban,Narros de Matalayegua
Castilla y León,Salamanca,Alba de Tormes,Nava de Béjar
Castilla y León,Salamanca,La Sierra,Nava de Francia
Castilla y León,Salamanca,Peñaranda de Bracamonte,Nava de Sotrobal
Castilla y León,Salamanca,La Sierra,Navacarros
Castilla y León,Salamanca,Alba de Tormes,Navales
Castilla y León,Salamanca,La Sierra,Navalmoral de Béjar
Castilla y León,Salamanca,La Sierra,Navamorales
Castilla y León,Salamanca,La Sierra,Navarredonda de la Rinconada
Castilla y León,Salamanca,Ciudad Rodrigo,Navasfrías
Castilla y León,Salamanca,Salamanca,Negrilla de Palencia
Castilla y León,Salamanca,Vitigudino,Olmedo de Camaces
Castilla y León,Salamanca,Salamanca,La Orbada
Castilla y León,Salamanca,Salamanca,Pajares de la Laguna
Castilla y León,Salamanca,Ledesma,Palacios del Arzobispo
Castilla y León,Salamanca,Peñaranda de Bracamonte,Palaciosrubios
Castilla y León,Salamanca,Salamanca,Palencia de Negrilla
Castilla y León,Salamanca,Salamanca,Parada de Arriba
Castilla y León,Salamanca,Salamanca,Parada de Rubiales
Castilla y León,Salamanca,Peñaranda de Bracamonte,Paradinas de San Juan
Castilla y León,Salamanca,Ciudad Rodrigo,Pastores
Castilla y León,Salamanca,Ciudad Rodrigo,El Payo
Castilla y León,Salamanca,Alba de Tormes,Pedraza de Alba
Castilla y León,Salamanca,Alba de Tormes,Pedrosillo de Alba
Castilla y León,Salamanca,Alba de Tormes,Pedrosillo de los Aires
Castilla y León,Salamanca,Salamanca,Pedrosillo el Ralo
Castilla y León,Salamanca,Salamanca,El Pedroso de la Armuña
Castilla y León,Salamanca,Salamanca,Pelabravo
Castilla y León,Salamanca,Fuente de San Esteban,Pelarrodríguez
Castilla y León,Salamanca,Alba de Tormes,Pelayos
Castilla y León,Salamanca,Vitigudino,La Peña
Castilla y León,Salamanca,La Sierra,Peñacaballera
Castilla y León,Salamanca,Ciudad Rodrigo,Peñaparda
Castilla y León,Salamanca,Peñaranda de Bracamonte,Peñaranda de Bracamonte
Castilla y León,Salamanca,Alba de Tormes,Peñarandilla
Castilla y León,Salamanca,Vitigudino,Peralejos de Abajo
Castilla y León,Salamanca,Vitigudino,Peralejos de Arriba
Castilla y León,Salamanca,Vitigudino,Pereña de la Ribera
Castilla y León,Salamanca,La Sierra,Peromingo
Castilla y León,Salamanca,La Sierra,Pinedas
Castilla y León,Salamanca,Salamanca,El Pino de Tormes
Castilla y León,Salamanca,Salamanca,Pitiegua
Castilla y León,Salamanca,Alba de Tormes,Pizarral
Castilla y León,Salamanca,Peñaranda de Bracamonte,Poveda de las Cintas
Castilla y León,Salamanca,Vitigudino,Pozos de Hinojo
Castilla y León,Salamanca,Ciudad Rodrigo,Puebla de Azaba
Castilla y León,Salamanca,La Sierra,Puebla de San Medel
Castilla y León,Salamanca,Fuente de San Esteban,Puebla de Yeltes
Castilla y León,Salamanca,La Sierra,Puente del Congosto
Castilla y León,Salamanca,Vitigudino,Puertas
Castilla y León,Salamanca,La Sierra,Puerto de Béjar
Castilla y León,Salamanca,Ciudad Rodrigo,Puerto Seguro
Castilla y León,Salamanca,Peñaranda de Bracamonte,Rágama
Castilla y León,Salamanca,Vitigudino,La Redonda
Castilla y León,Salamanca,Fuente de San Esteban,Retortillo
Castilla y León,Salamanca,La Sierra,La Rinconada de la Sierra
Castilla y León,Salamanca,Ciudad Rodrigo,Robleda
Castilla y León,Salamanca,Fuente de San Esteban,Robliza de Cojos
Castilla y León,Salamanca,Ledesma,Rollán
Castilla y León,Salamanca,Ciudad Rodrigo,Saelices el Chico
Castilla y León,Salamanca,Fuente de San Esteban,La Sagrada
Castilla y León,Salamanca,Ciudad Rodrigo,El Sahugo
Castilla y León,Salamanca,Salamanca,Salamanca
Castilla y León,Salamanca,Vitigudino,Saldeana
Castilla y León,Salamanca,Peñaranda de Bracamonte,Salmoral
Castilla y León,Salamanca,Alba de Tormes,Salvatierra de Tormes
Castilla y León,Salamanca,Salamanca,San Cristóbal de la Cuesta
Castilla y León,Salamanca,La Sierra,San Esteban de la Sierra
Castilla y León,Salamanca,Vitigudino,San Felices de los Gallegos
Castilla y León,Salamanca,La Sierra,San Martín del Castañar
Castilla y León,Salamanca,La Sierra,San Miguel de Valero
Castilla y León,Salamanca,La Sierra,San Miguel del Robledo
Castilla y León,Salamanca,Salamanca,San Morales
Castilla y León,Salamanca,Fuente de San Esteban,San Muñoz
Castilla y León,Salamanca,Fuente de San Esteban,San Pedro de Rozados
Castilla y León,Salamanca,Ledesma,San Pedro del Valle
Castilla y León,Salamanca,Ledesma,San Pelayo de Guareña
Castilla y León,Salamanca,Vitigudino,Sanchón de la Ribera
Castilla y León,Salamanca,Fuente de San Esteban,Sanchón de la Sagrada
Castilla y León,Salamanca,La Sierra,Sanchotello
Castilla y León,Salamanca,Ciudad Rodrigo,Sancti-Spíritus
Castilla y León,Salamanca,Ledesma,Sando
Castilla y León,Salamanca,Ledesma,Santa María de Sando
Castilla y León,Salamanca,Salamanca,Santa Marta de Tormes
Castilla y León,Salamanca,Peñaranda de Bracamonte,Santiago de la Puebla
Castilla y León,Salamanca,La Sierra,Santibáñez de Béjar
Castilla y León,Salamanca,La Sierra,Santibáñez de la Sierra
Castilla y León,Salamanca,Ledesma,Santiz
Castilla y León,Salamanca,La Sierra,Los Santos
Castilla y León,Salamanca,Ledesma,Sardón de los Frailes
Castilla y León,Salamanca,Vitigudino,Saucelle
Castilla y León,Salamanca,Fuente de San Esteban,Sepulcro-Hilario
Castilla y León,Salamanca,La Sierra,Sequeros
Castilla y León,Salamanca,Ciudad Rodrigo,Serradilla del Arroyo
Castilla y León,Salamanca,Ciudad Rodrigo,Serradilla del Llano
Castilla y León,Salamanca,La Sierra,La Sierpe
Castilla y León,Salamanca,Alba de Tormes,Sieteiglesias de Tormes
Castilla y León,Salamanca,Vitigudino,Sobradillo
Castilla y León,Salamanca,La Sierra,Sorihuela
Castilla y León,Salamanca,La Sierra,Sotoserrano
Castilla y León,Salamanca,Ledesma,Tabera de Abajo
Castilla y León,Salamanca,Alba de Tormes,La Tala
Castilla y León,Salamanca,Fuente de San Esteban,Tamames
Castilla y León,Salamanca,Peñaranda de Bracamonte,Tarazona de Guareña
Castilla y León,Salamanca,Salamanca,Tardáguila
Castilla y León,Salamanca,La Sierra,El Tejado
Castilla y León,Salamanca,La Sierra,Tejeda y Segoyuela
Castilla y León,Salamanca,Ciudad Rodrigo,Tenebrón
Castilla y León,Salamanca,Alba de Tormes,Terradillos
Castilla y León,Salamanca,Salamanca,Topas
Castilla y León,Salamanca,Peñaranda de Bracamonte,Tordillos
Castilla y León,Salamanca,La Sierra,El Tornadizo
Castilla y León,Salamanca,Salamanca,Torresmenudas
Castilla y León,Salamanca,Vitigudino,Trabanca
Castilla y León,Salamanca,Ledesma,Tremedal de Tormes
Castilla y León,Salamanca,Alba de Tormes,Valdecarros
Castilla y León,Salamanca,La Sierra,Valdefuentes de Sangusín
Castilla y León,Salamanca,La Sierra,Valdehijaderos
Castilla y León,Salamanca,La Sierra,Valdelacasa
Castilla y León,Salamanca,La Sierra,Valdelageve
Castilla y León,Salamanca,Ledesma,Valdelosa
Castilla y León,Salamanca,Alba de Tormes,Valdemierque
Castilla y León,Salamanca,Vitigudino,Valderrodrigo
Castilla y León,Salamanca,Salamanca,Valdunciel
Castilla y León,Salamanca,La Sierra,Valero
Castilla y León,Salamanca,La Sierra,Vallejera de Riofrío
Castilla y León,Salamanca,Vitigudino,Valsalabroso
Castilla y León,Salamanca,La Sierra,Valverde de Valdelacasa
Castilla y León,Salamanca,Salamanca,Valverdón
Castilla y León,Salamanca,Fuente de San Esteban,Vecinos
Castilla y León,Salamanca,Ledesma,Vega de Tirados
Castilla y León,Salamanca,Fuente de San Esteban,Las Veguillas
Castilla y León,Salamanca,Salamanca,La Vellés
Castilla y León,Salamanca,Peñaranda de Bracamonte,Ventosa del Río Almar
Castilla y León,Salamanca,Vitigudino,La Vídola
Castilla y León,Salamanca,Peñaranda de Bracamonte,Villaflores
Castilla y León,Salamanca,Salamanca,Villagonzalo de Tormes
Castilla y León,Salamanca,Fuente de San Esteban,Villalba de los Llanos
Castilla y León,Salamanca,Salamanca,Villamayor
Castilla y León,Salamanca,La Sierra,Villanueva del Conde
Castilla y León,Salamanca,Ciudad Rodrigo,Villar de Argañán
Castilla y León,Salamanca,Ciudad Rodrigo,Villar de Ciervo
Castilla y León,Salamanca,Peñaranda de Bracamonte,Villar de Gallimazo
Castilla y León,Salamanca,Ciudad Rodrigo,Villar de la Yegua
Castilla y León,Salamanca,Vitigudino,Villar de Peralonso
Castilla y León,Salamanca,Vitigudino,Villar de Samaniego
Castilla y León,Salamanca,Salamanca,Villares de la Reina
Castilla y León,Salamanca,Vitigudino,Villares de Yeltes
Castilla y León,Salamanca,Vitigudino,Villarino de los Aires
Castilla y León,Salamanca,Ledesma,Villarmayor
Castilla y León,Salamanca,Vitigudino,Villarmuerto
Castilla y León,Salamanca,Vitigudino,Villasbuenas
Castilla y León,Salamanca,Ledesma,Villasdardo
Castilla y León,Salamanca,Ledesma,Villaseco de los Gamitos
Castilla y León,Salamanca,Ledesma,Villaseco de los Reyes
Castilla y León,Salamanca,Ciudad Rodrigo,Villasrubias
Castilla y León,Salamanca,Salamanca,Villaverde de Guareña
Castilla y León,Salamanca,Vitigudino,Villavieja de Yeltes
Castilla y León,Salamanca,Peñaranda de Bracamonte,Villoria
Castilla y León,Salamanca,Salamanca,Villoruela
Castilla y León,Salamanca,Vitigudino,Vilvestre
Castilla y León,Salamanca,Vitigudino,Vitigudino
Castilla y León,Salamanca,Vitigudino,Yecla de Yeltes
Castilla y León,Salamanca,Ciudad Rodrigo,Zamarra
Castilla y León,Salamanca,Ledesma,Zamayón
Castilla y León,Salamanca,Ledesma,Zarapicos
Castilla y León,Salamanca,Vitigudino,La Zarza de Pumareda
Castilla y León,Salamanca,Peñaranda de Bracamonte,Zorita de la Frontera
