FUENTE: Ministerio de Agricultura, Pesca y Alimentación				
				
				
Alava				
				
	Comarca 01: Cantábrica			
				
	Comarca 04: Boedo-Ojeda			
				
	005	Alar del Rey		
	028	Báscones de Ojeda		
	041	Calahorra de Boedo		
	061	Collazos de Boedo		
	068	Dehesa de Romanos		
	083	Herrera de Pisuerga		
	107	Micieces de Ojeda		
	113	Olea de Boedo		
	114	Olmos de Ojeda		
	122	Páramo de Boedo		
	124	Payo de Ojeda		
	139	Prádanos de Ojeda		
	154	Revilla de Collazos		
	161	San Cristóbal de Boedo		
	168	Santa Cruz de Boedo		
	170	Santibáñez de Ecla		
	176	Sotobañado y Priorato		
	093	Vid de Ojeda (La)		
	222	Villameriel		
	229	Villaprovedo		
				
	Comarca 05: Guardo			
				
	073	Fresno del Río		
	080	Guardo		
	100	Mantinos		
	151	Respenda de la Peña		
	171	Santibáñez de la Peña		
	199	Velilla del Río Carrión		
	214	Villalba de Guardo		
				
	Comarca 06: Cervera			
				
	049	Castrejón de la Peña		
	056	Cervera de Pisuerga		
	067	Dehesa de Montejo		
	110	Mudá		
	904	Pernía (La)		
	134	Polentinos		
	160	San Cebrián de Mudá		
	185	Triollo		
				
	Comarca 07: Aguilar			
				
	004	Aguilar de Campoo		
	027	Barruelo de Santullán		
	032	Berzosilla		
	036	Brañosera		
	135	Pomar de Valdivia		
	158	Salinas de Pisuerga		
				
				
Las Palmas				
				
				
	Comarca 01: Gran Canaria			
				
	001	Agaete		
	002	Agüimes		
	005	Artenara		
	006	Arucas		
	008	Firgas		
	009	Gáldar		
	011	Ingenio		
	012	Mogán		
	013	Moya		
	016	Palmas de Gran Canaria (Las)		
	019	San Bartolomé de Tirajana		
	020	San Nicolás de Tolentino		
	021	Santa Brígida		
	022	Santa Lucía de Tirajana		
	023	Santa María de Guía de Gran C		
	025	Tejeda		
	026	Telde		
	027	Teror		
	032	Valleseco		
	031	Valsequillo de Gran Canaria		
	033	Vega de San Mateo		
				
	Comarca 02: Fuerteventura			
				
	003	Antigua		
	007	Betancuria		
	014	Oliva (La)		
	015	Pájara		
	017	Puerto del Rosario		
	030	Tuineje		
				
	Comarca 03: Lanzarote			
				
	004	Arrecife		
	010	Haría		
	018	San Bartolomé		
	024	Teguise		
	028	Tías		
	029	Tinajo		
	034	Yaiza		
				
				
Pontevedra				
				
				
	Montaña			
				
	020	Agolada		
	011	Cerdedo		
	015	Cuntis		
	016	Dozón		
	017	Estrada (A)		
	018	Forcarei		
	024	Lalín		
	047	Rodeiro		
	052	Silleda		
	059	Vila de Cruces		
				
	Comarca 02: Litoral			
				
	003	Baiona		
	002	Barro		
	004	Bueu		
	005	Caldas de Reis		
	006	Cambados		
	008	Cangas		
	010	Catoira		
	021	Gondomar		
	022	Grove (O)		
	901	Illa de Arousa (A)		
	026	Marín		
	027	Meaño		
	028	Meis		
	029	Moaña		
	032	Moraña		
	033	Mos		
	035	Nigrán		
	041	Poio		
	044	Pontecesures		
	038	Pontevedra		
	039	Porriño (O)		
	040	Portas		
	045	Redondela		
	046	Ribadumia		
	051	Sanxenxo		
	053	Soutomaior		
	056	Valga		
	057	Vigo		
	058	Vilaboa		
	060	Vilagarcía de Arousa		
	061	Vilanova de Arousa		
				
	Comarca 03: Interior			
				
	007	Campo Lameiro		
	009	Cañiza (A)		
	012	Cotobade		
	013	Covelo (O)		
	019	Fornelos de Montes		
	025	Lama (A)		
	037	Pazos de Borbén		
	043	Ponte-Caldelas		
				
	Comarca 04: Miño			
				
	001	Arbo		
	014	Crecente		
	023	Guarda (A)		
	030	Mondariz		
	031	Mondariz-Balneario		
	034	Neves (As)		
	036	Oia		
	042	Ponteareas		
	048	Rosal (O)		
	049	Salceda de Caselas		
	050	Salvaterra de Miño		
	054	Tomiño		
	055	Tui		
				
				
Salamanca				
				
				
	Comarca 01: Vitigudino			
				
	003	Ahigal de los Aceiteros		
	004	Ahigal de Villarino		
	014	Aldeadávila de la Ribera		
	028	Almendra		
	039	Bañobárez		
	042	Barceo		
	044	Barruecopardo		
	049	Bermellar		
	055	Bogajo		
	058	Brincones		
	065	Cabeza del Caballo		
	100	Cerezal de Peñahorcada		
	101	Cerralbo		
	106	Cipérez		
	113	Cubo de Don Sancho (El)		
	123	Encinasola de los Comendadore		
	126	Espadaña		
	132	Fregeneda (La)		
	137	Fuenteliante		
	154	Guadramiro		
	160	Hinojosa de Duero		
	165	Iruelos		
	173	Lumbrales		
	180	Manzano (El)		
	184	Masueco		
	190	Mieza		
	191	Milano (El)		
	208	Moronta		
	223	Olmedo de Camaces		
	243	Peña (La)		
	248	Peralejos de Abajo		
	249	Peralejos de Arriba		
	250	Pereña de la Ribera		
	257	Pozos de Hinojo		
	262	Puertas		
	266	Redonda (La)		
	275	Saldeana		
	285	San Felices de los Gallegos		
	280	Sanchón de la Ribera		
	302	Saucelle		
	311	Sobradillo		
	328	Trabanca		
	337	Valderrodrigo		
	340	Valsalabroso		
	349	Vídola (La)		
	360	Villar de Peralonso		
	361	Villar de Samaniego		
	363	Villares de Yeltes		
	364	Villarino de los Aires		
	366	Villarmuerto		
	367	Villasbuenas		
	373	Villavieja de Yeltes		
	350	Vilvestre		
	376	Vitigudino		
	377	Yecla de Yeltes		
	381	Zarza de Pumareda (La)		
				
	Comarca 02: Ledesma			
				
	019	Aldearrodrigo		
	027	Almenara de Tormes		
	030	Añover de Tormes		
	034	Arco (El)		
	116	Doñinos de Ledesma		
	120	Encina de San Silvestre		
	150	Gejuelo del Barro		
	151	Golpejas		
	167	Juzbado		
	170	Ledesma		
	186	Mata de Ledesma (La)		
	198	Monleras		
	226	Palacios del Arzobispo		
	271	Rollán		
	290	San Pedro del Valle		
	292	San Pelayo de Guareña		
	283	Sando		
	293	Santa María de Sando		
	299	Santiz		
	301	Sardón de los Frailes		
	314	Tabera de Abajo		
	329	Tremedal de Tormes		
	335	Valdelosa		
	345	Vega de Tirados		
	365	Villarmayor		
	368	Villasdardo		
	369	Villaseco de los Gamitos		
	370	Villaseco de los Reyes		
	379	Zamayón		
	380	Zarapicos		
				
	Comarca 03: Salamanca			
				
	016	Aldealengua		
	017	Aldeanueva de Figueroa		
	020	Aldearrubia		
	023	Aldeatejada		
	031	Arabayona de Mógica		
	032	Arapiles		
	033	Arcediano		
	038	Babilafuente		
	040	Barbadillo		
	062	Cabezabellosa de la Calzada		
	067	Cabrerizos		
	069	Calvarrasa de Abajo		
	072	Calzada de Don Diego		
	073	Calzada de Valdunciel		
	079	Canillas de Abajo		
	085	Carbajosa de la Sagrada		
	087	Carrascal de Barregas		
	092	Castellanos de Moriscos		
	185	Castellanos de Villiquera		
	110	Cordovilla		
	117	Doñinos de Salamanca		
	121	Encinas de Abajo		
	128	Espino de la Orbada		
	129	Florida de Liébana		
	130	Forfoleda		
	142	Galindo y Perahuy		
	152	Gomecello		
	164	Huerta		
	175	Machacón		
	192	Miranda de Azán		
	202	Monterrubio de Armuña		
	206	Moríñigo		
	207	Moriscos		
	209	Mozárbez		
	222	Negrilla de Palencia		
	224	Orbada (La)		
	225	Pajares de la Laguna		
	229	Palencia de Negrilla		
	230	Parada de Arriba		
	231	Parada de Rubiales		
	238	Pedrosillo el Ralo		
	239	Pedroso de la Armuña (El)		
	240	Pelabravo		
	253	Pino de Tormes (El)		
	254	Pitiegua		
	274	Salamanca		
	278	San Cristóbal de la Cuesta		
	288	San Morales		
	294	Santa Marta de Tormes		
	318	Tardáguila		
	323	Topas		
	327	Torresmenudas		
	338	Valdunciel		
	342	Valverdón		
	347	Vellés (La)		
	352	Villagonzalo de Tormes		
	354	Villamayor		
	362	Villares de la Reina		
	372	Villaverde de Guareña		
	375	Villoruela		
				
	Comarca 04: Peñaranda de Bracamonte			
				
	007	Alaraz		
	012	Alconada		
	022	Aldeaseca de la Frontera		
	057	Bóveda del Río Almar		
	077	Campo de Peñaranda (El)		
	081	Cantalapiedra		
	082	Cantalpino		
	083	Cantaracillo		
	174	Macotera		
	178	Malpartida		
	179	Mancera de Abajo		
	215	Nava de Sotrobal		
	228	Palaciosrubios		
	232	Paradinas de San Juan		
	246	Peñaranda de Bracamonte		
	256	Poveda de las Cintas		
	265	Rágama		
	276	Salmoral		
	296	Santiago de la Puebla		
	317	Tarazona de Guareña		
	324	Tordillos		
	348	Ventosa del Río Almar		
	351	Villaflores		
	358	Villar de Gallimazo		
	374	Villoria		
	382	Zorita de la Frontera		
				
	Comarca 05: Fuente de San Esteban			
				
	001	Abusejo		
	025	Aldehuela de la Bóveda		
	026	Aldehuela de Yeltes		
	041	Barbalos		
	050	Berrocal de Huebra		
	052	Boada		
	059	Buenamadre		
	068	Cabrillas		
	088	Carrascal del Obispo		
	097	Castraz		
	135	Fuente de San Esteban (La)		
	149	Garcirrey		
	183	Martín de Yeltes		
	187	Matilla de los Caños del Río		
	189	Membribe de la Sierra		
	205	Morille		
	211	Narros de Matalayegua		
	241	Pelarrodríguez		
	260	Puebla de Yeltes		
	267	Retortillo		
	270	Robliza de Cojos		
	273	Sagrada (La)		
	289	San Muñoz		
	291	San Pedro de Rozados		
	281	Sanchón de la Sagrada		
	304	Sepulcro-Hilario		
	316	Tamames		
	344	Vecinos		
	346	Veguillas (Las)		
	353	Villalba de los Llanos		
				
	Comarca 06: Alba de Tormes			
				
	008	Alba de Tormes		
	021	Aldeaseca de Alba		
	024	Aldeavieja de Tormes		
	029	Anaya de Alba		
	035	Armenteros		
	047	Beleña		
	051	Berrocal de Salvatierra		
	060	Buenavista		
	070	Calvarrasa de Arriba		
	089	Casafranca		
	103	Cespedosa de Tormes		
	114	Chagarcía Medianero		
	108	Coca de Alba		
	118	Ejeme		
	122	Encinas de Arriba		
	134	Fresno Alhándiga		
	138	Fuenterroble de Salvatierra		
	139	Fuentes de Béjar		
	141	Gajates		
	143	Galinduste		
	144	Galisancho		
	146	Gallegos de Solmirón		
	148	Garcihernández		
	155	Guijo de Ávila		
	156	Guijuelo		
	162	Horcajo Medianero		
	169	Larrodrigo		
	182	Martinamor		
	188	Maya (La)		
	200	Montejo		
	203	Monterrubio de la Sierra		
	213	Nava de Béjar		
	216	Navales		
	235	Pedraza de Alba		
	236	Pedrosillo de Alba		
	237	Pedrosillo de los Aires		
	242	Pelayos		
	247	Peñarandilla		
	255	Pizarral		
	277	Salvatierra de Tormes		
	310	Sieteiglesias de Tormes		
	315	Tala (La)		
	322	Terradillos		
	330	Valdecarros		
	336	Valdemierque		
				
	Comarca 07: Ciudad Rodrigo			
				
	002	Agallas		
	005	Alameda de Gardón (La)		
	006	Alamedilla (La)		
	009	Alba de Yeltes		
	011	Alberguería de Argañán (La)		
	015	Aldea del Obispo		
	037	Atalaya (La)		
	054	Bodón (El)		
	056	Bouza (La)		
	074	Campillo de Azaba		
	086	Carpio de Azaba		
	091	Casillas de Flores		
	096	Castillejo de Martín Viejo		
	107	Ciudad Rodrigo		
	115	Dios le Guarde		
	119	Encina (La)		
	127	Espeja		
	136	Fuenteguinaldo		
	140	Fuentes de Oñoro		
	145	Gallegos de Argañán		
	157	Herguijuela de Ciudad Rodrigo		
	166	Ituero de Azaba		
	177	Maíllo (El)		
	181	Martiago		
	199	Monsagro		
	204	Morasverdes		
	221	Navasfrías		
	233	Pastores		
	234	Payo (El)		
	245	Peñaparda		
	258	Puebla de Azaba		
	264	Puerto Seguro		
	269	Robleda		
	272	Saelices el Chico		
	303	Sahugo (El)		
	279	Sancti-Spíritus		
	306	Serradilla del Arroyo		
	307	Serradilla del Llano		
	321	Tenebrón		
	356	Villar de Argañán		
	357	Villar de Ciervo		
	359	Villar de la Yegua		
	371	Villasrubias		
	378	Zamarra		
				
	Comarca 08: La Sierra			
				
	010	Alberca (La)		
	013	Aldeacipreste		
	018	Aldeanueva de la Sierra		
	045	Bastida (La)		
	046	Béjar		
	061	Cabaco (El)		
	063	Cabeza de Béjar (La)		
	071	Calzada de Béjar (La)		
	078	Candelario		
	080	Cantagallo		
	090	Casas del Conde (Las)		
	098	Cepeda		
	099	Cereceda de la Sierra		
	102	Cerro (El)		
	104	Cilleros de la Bastida		
	109	Colmenar de Montemayor		
	112	Cristóbal		
	124	Endrinal		
	125	Escurial de la Sierra		
	131	Frades de la Sierra		
	133	Fresnedoso		
	147	Garcibuey		
	158	Herguijuela de la Sierra		
	159	Herguijuela del Campo		
	161	Horcajo de Montemayor		
	163	Hoya (La)		
	168	Lagunilla		
	171	Ledrada		
	172	Linares de Riofrío		
	176	Madroñal		
	193	Miranda del Castañar		
	194	Mogarraz		
	195	Molinillo		
	196	Monforte de la Sierra		
	197	Monleón		
	201	Montemayor del Río		
	214	Nava de Francia		
	212	Navacarros		
	217	Navalmoral de Béjar		
	218	Navamorales		
	219	Navarredonda de la Rinconada		
	244	Peñacaballera		
	251	Peromingo		
	252	Pinedas		
	259	Puebla de San Medel		
	261	Puente del Congosto		
	263	Puerto de Béjar		
	268	Rinconada de la Sierra (La)		
	284	San Esteban de la Sierra		
	286	San Martín del Castañar		
	287	San Miguel de Valero		
	036	San Miguel del Robledo		
	282	Sanchotello		
	297	Santibáñez de Béjar		
	298	Santibáñez de la Sierra		
	300	Santos (Los)		
	305	Sequeros		
	309	Sierpe (La)		
	312	Sorihuela		
	313	Sotoserrano		
	319	Tejado (El)		
	320	Tejeda y Segoyuela		
	325	Tornadizo (El)		
	331	Valdefuentes de Sangusín		
	332	Valdehijaderos		
	333	Valdelacasa		
	334	Valdelageve		
	339	Valero		
	343	Vallejera de Riofrío		
	341	Valverde de Valdelacasa		
	355	Villanueva del Conde		
				
				
Santa Cruz de Tenerife				
				
				
	Comarca 01: Norte de Tenerife			
				
	010	Buenavista del Norte		
	015	Garachico		
	018	Guancha (La)		
	022	Icod de los Vinos		
	025	Matanza de Acentejo (La)		
	026	Orotava (La)		
	028	Puerto de la Cruz		
	031	Realejos (Los)		
	023	San Cristóbal de La Laguna		
	034	San Juan de la Rambla		
	039	Santa Úrsula		
	041	Sauzal (El)		
	042	Silos (Los)		
	043	Tacoronte		
	044	Tanque (El)		
	046	Tegueste		
	051	Victoria de Acentejo (La)		
				
	Comarca 02: Sur de Tenerife			
				
	001	Adeje		
	004	Arafo		
	005	Arico		
	006	Arona		
	011	Candelaria		
	012	Fasnia		
	017	Granadilla de Abona		
	019	Guía de Isora		
	020	Güímar		
	032	Rosario (El)		
	035	San Miguel de Abona		
	038	Santa Cruz de Tenerife		
	040	Santiago del Teide		
	052	Vilaflor		
				
	Comarca 03: Isla de la Palma			
				
	007	Barlovento		
	008	Breña Alta		
	009	Breña Baja		
	014	Fuencaliente de la Palma		
	016	Garafía		
	024	Llanos de Aridane (Los)		
	027	Paso (El)		
	029	Puntagorda		
	030	Puntallana		
	033	San Andrés y Sauces		
	037	Santa Cruz de la Palma		
	045	Tazacorte		
	047	Tijarafe		
	053	Villa de Mazo		
				
	Comarca 04: Isla de la Gomera			
				
	002	Agulo		
	003	Alajeró		
	021	Hermigua		
	036	San Sebastián de la Gomera		
	049	Valle Gran Rey		
	050	Vallehermoso		
				
	Comarca 05: Isla de Hierro			
				
	013	Frontera		
	048	Valverde		
				
				
Cantabria				
				
				
	Comarca 01: Costera			
				
	001	Alfoz de Lloredo		
	002	Ampuero		
	005	Argoños		
	006	Arnuero		
	008	Astillero (El)		
	009	Bárcena de Cicero		
	011	Bareyo		
	012	Cabezón de la Sal		
	016	Camargo		
	018	Cartes		
	019	Castañeda		
	020	Castro-Urdiales		
	023	Colindres		
	024	Comillas		
	028	Entrambasaguas		
	029	Escalante		
	030	Guriezo		
	031	Hazas de Cesto		
	033	Herrerías		
	035	Laredo		
	036	Liendo		
	037	Liérganes		
	038	Limpias		
	040	Marina de Cudeyo		
	041	Mazcuerras		
	042	Medio Cudeyo		
	043	Meruelo		
	044	Miengo		
	047	Noja		
	048	Penagos		
	052	Piélagos		
	054	Polanco		
	056	Puente Viesgo		
	060	Reocín		
	061	Ribamontán al Mar		
	062	Ribamontán al Monte		
	064	Riotuerto		
	068	Ruiloba		
	080	San Vicente de la Barquera		
	073	Santa Cruz de Bezana		
	074	Santa María de Cayón		
	075	Santander		
	076	Santillana del Mar		
	079	Santoña		
	084	Solórzano		
	085	Suances		
	087	Torrelavega		
	090	Udías		
	095	Val de San Vicente		
	091	Valdáliga		
	099	Villaescusa		
	102	Voto		
				
	Comarca 02: Liébana			
				
	013	Cabezón de Liébana		
	015	Camaleño		
	022	Cillorigo de Liébana		
	050	Pesaguero		
	055	Potes		
	088	Tresviso		
	096	Vega de Liébana		
				
	Comarca 03: Tudanca-Cabuérniga			
				
	014	Cabuérniga		
	034	Lamasón		
	049	Peñarrubia		
	053	Polaciones		
	063	Rionansa		
	066	Ruente		
	086	Tojos (Los)		
	089	Tudanca		
				
	Comarca 04: Pas-Iguña			
				
	003	Anievas		
	004	Arenas de Iguña		
	010	Bárcena de Pie de Concha		
	021	Cieza		
	025	Corrales de Buelna (Los)		
	026	Corvera de Toranzo		
	039	Luena		
	045	Miera		
	046	Molledo		
	069	San Felices de Buelna		
	071	San Pedro del Romeral		
	072	San Roque de Riomiera		
	078	Santiurde de Toranzo		
	081	Saro		
	082	Selaya		
	097	Vega de Pas		
	098	Villacarriedo		
	100	Villafufre		
				
	Comarca 05: Asón			
				
	007	Arredondo		
	057	Ramales de la Victoria		
	058	Rasines		
	067	Ruesga		
	083	Soba		
	101	Villaverde de Trucíos		
				
	Comarca 06: Reinosa			
				
	027	Campoo de Enmedio		
	017	Campoo de Yuso		
	032	Hermandad de Campoo de Suso		
	051	Pesquera		
	059	Reinosa		
	065	Rozas de Valdearroyo (Las)		
	070	San Miguel de Aguayo		
	077	Santiurde de Reinosa		
	092	Valdeolea		
	093	Valdeprado del Río		
	094	Valderredible		
				
				
Segovia				
				
				
	Comarca 01: Cuéllar			
				
	001	Abades		
	003	Adrados		
	004	Aguilafuente		
	012	Aldea Real		
	010	Aldeanueva del Codonal		
	015	Aldehuela del Codonal		
	017	Anaya		
	018	Añe		
	022	Armuña		
	028	Bercial		
	030	Bernardos		
	041	Cantimpalos		
	043	Carbonero el Mayor		
	065	Chañe		
	057	Coca		
	058	Codorniz		
	063	Cuéllar		
	068	Domingo García		
	069	Donhierro		
	073	Escalona del Prado		
	074	Escarabajosa de Cabezas		
	075	Escobar de Polendos		
	078	Fresneda de Cuéllar		
	081	Frumales		
	082	Fuente de Santa Cruz		
	084	Fuente el Olmo de Íscar		
	086	Fuentepelayo		
	094	Garcillán		
	095	Gomezserracín		
	100	Hontalbilla		
	105	Juarros de Riomoros		
	106	Juarros de Voltoya		
	107	Labajos		
	110	Lastras de Cuéllar		
	111	Lastras del Pozo		
	903	Marazoleja		
	118	Marazuela		
	119	Martín Miguel		
	120	Martín Muñoz de la Dehesa		
	121	Martín Muñoz de las Posadas		
	122	Marugán		
	124	Mata de Cuéllar		
	126	Melque de Cercos		
	128	Migueláñez		
	129	Montejo de Arévalo		
	134	Mozoncillo		
	135	Muñopedro		
	136	Muñoveros		
	138	Nava de la Asunción		
	141	Navalmanzano		
	145	Navas de Oro		
	148	Nieva		
	149	Olombrada		
	151	Ortigosa de Pestaño		
	158	Perosillo		
	159	Pinarejos		
	160	Pinarnegrillo		
	164	Rapariegos		
	166	Remondo		
	173	Roda de Eresma		
	176	Samboal		
	177	San Cristóbal de Cuéllar		
	178	San Cristóbal de la Vega		
	182	San Martín y Mudrián		
	179	Sanchonuño		
	180	Sangarcía		
	185	Santa María la Real de Nieva		
	189	Santiuste de San Juan Bautist		
	192	Sauquillo de Cabezas		
	200	Tabanera la Luenga		
	201	Tolocirio		
	208	Turégano		
	219	Vallelado		
	216	Valverde del Majano		
	222	Veganzones		
	228	Villaverde de Íscar		
	230	Villeguillo		
	231	Yanguas de Eresma		
	234	Zarzuela del Pinar		
				
	Comarca 02: Sepúlveda			
				
	005	Alconada de Maderuelo		
	006	Aldealcorvo		
	008	Aldealengua de Santa María		
	009	Aldeanueva de la Serrezuela		
	013	Aldeasoña		
	014	Aldehorno		
	016	Aldeonte		
	024	Ayllón		
	025	Barbolla		
	029	Bercimuel		
	032	Boceguillas		
	036	Cabezuela		
	037	Calabazas de Fuentidueña		
	039	Campo de San Pedro		
	040	Cantalejo		
	044	Carrascal del Río		
	046	Castillejo de Mesleón		
	047	Castro de Fuentidueña		
	048	Castrojimeno		
	051	Castroserracín		
	052	Cedillo de la Torre		
	055	Cilleruelo de San Mamés		
	056	Cobos de Fuentidueña		
	060	Condado de Castilnovo		
	061	Corral de Ayllón		
	902	Cozuelos de Fuentidueña		
	905	Cuevas de Provanco		
	071	Encinas		
	079	Fresno de Cantespino		
	080	Fresno de la Fuente		
	083	Fuente el Olmo de Fuentidueña		
	087	Fuentepiñel		
	088	Fuenterrebollo		
	089	Fuentesaúco de Fuentidueña		
	091	Fuentesoto		
	092	Fuentidueña		
	097	Grajera		
	099	Honrubia de la Cuesta		
	108	Laguna de Contreras		
	109	Languilla		
	115	Maderuelo		
	127	Membibre de la Hoz		
	130	Montejo de la Vega de la Serr		
	132	Moral de Hornuez		
	140	Navalilla		
	142	Navares de Ayuso		
	143	Navares de Enmedio		
	144	Navares de las Cuevas		
	154	Pajarejos		
	161	Pradales		
	168	Riaguas de San Bartolomé		
	170	Riaza		
	171	Ribota		
	172	Riofrío de Riaza		
	174	Sacramenia		
	183	San Miguel de Bernuy		
	184	San Pedro de Gaíllos		
	193	Sebúlcor		
	195	Sepúlveda		
	196	Sequera de Fresno		
	198	Sotillo		
	202	Torreadrada		
	204	Torrecilla del Pinar		
	210	Urueñas		
	212	Valdevacas de Montejo		
	218	Valle de Tabladillo		
	215	Valtiendas		
	229	Villaverde de Montejo		
				
	Comarca 03: Segovia			
				
	002	Adrada de Pirón		
	007	Aldealengua de Pedraza		
	019	Arahuetes		
	020	Arcones		
	021	Arevalillo de Cega		
	026	Basardilla		
	031	Bernuy de Porreros		
	033	Brieva		
	034	Caballar		
	035	Cabañas de Polendos		
